account_uid,total_sent,total_received,txn_count_sent,txn_count_received,unique_receivers,unique_senders,avg_sent_amount,avg_received_amount,max_sent_amount,max_received_amount,txn_per_active_day,in_degree,out_degree,degree_centrality,pagerank,in_cycle,community_size,is_fraud
ACC04521,55474.74,47455.26,18,16,18,16,3081.93,2965.95,8489.92,7776.15,1.0968,16,18,0.006801,0.0001013,1,500,0
ACC04522,72161.32,67745.2,13,14,13,14,5550.87,4838.94,22602.89,23638.22,1.0385,14,13,0.005401,0.00012438,1,498,0
ACC04523,158024.08,68245.19,13,13,13,13,12155.7,5249.63,55310.0,33074.91,1.04,13,13,0.005201,0.00014139,0,498,1
ACC04524,66176.33,638612.28,18,17,18,17,3676.46,37565.43,10551.49,579934.15,1.0294,17,18,0.007001,0.0007385,0,498,1
ACC04525,133379.42,78879.63,17,12,17,12,7845.85,6573.3,39610.0,38025.6,1.1154,12,17,0.005801,0.00013993,1,990,1
ACC04526,69581.09,72846.92,13,18,13,18,5352.39,4047.05,32093.51,14378.3,1.069,18,13,0.006201,0.00021025,1,990,0
ACC04527,76958.89,130408.68,16,19,16,19,4809.93,6863.61,20246.47,36404.0,1.0,19,16,0.007001,0.00022079,1,990,1
ACC04528,50916.09,56890.38,9,17,9,17,5657.34,3346.49,21206.61,13266.8,1.0,17,9,0.005201,0.0001264,1,920,0
ACC04529,138409.09,138472.23,26,19,26,19,5323.43,7288.01,37309.77,37761.31,1.0227,19,26,0.009002,0.0002796,0,664,1
ACC04530,234662.43,701967.03,20,22,20,17,11733.12,31907.59,79676.0,98627.0,1.1667,17,20,0.007401,0.00025225,0,990,1
ACC04531,101642.4,26850.74,16,6,16,6,6352.65,4475.12,23740.14,6520.0,1.0,6,16,0.004401,0.00011128,1,675,0
ACC04532,76428.58,52618.36,18,12,18,12,4246.03,4384.86,8968.22,18294.41,1.0345,12,18,0.006001,0.00011685,1,500,0
ACC04533,84480.54,54563.56,12,14,12,14,7040.05,3897.4,22834.84,10257.98,1.0,14,12,0.005201,0.00015043,0,920,0
ACC04534,41978.93,59816.33,9,13,9,13,4664.33,4601.26,11889.66,16074.9,1.1,13,9,0.004401,0.00015777,1,500,0
ACC04535,197132.71,60771.55,27,14,27,14,7301.21,4340.83,25484.48,10487.17,1.0789,14,27,0.008202,0.00021629,1,675,0
ACC04536,123304.17,120927.31,16,20,16,20,7706.51,6046.37,31386.19,31342.03,1.0,20,16,0.007201,0.00031811,1,498,0
ACC04537,88852.94,74747.91,14,13,14,13,6346.64,5749.84,21055.66,19454.98,1.08,13,14,0.005401,0.00016512,0,920,0
ACC04538,67391.08,42006.28,17,8,17,8,3964.18,5250.78,12008.75,13228.69,1.0417,8,17,0.005001,0.00014681,1,920,0
ACC04539,53220.97,82914.86,15,16,15,16,3548.06,5182.18,11006.27,21607.74,1.0,16,15,0.006201,0.00026847,1,920,0
ACC04540,116936.31,47615.43,18,13,18,13,6496.46,3662.73,27339.0,10795.36,1.0333,13,18,0.006201,0.00010487,0,675,1
ACC04541,114531.35,57012.57,26,13,26,13,4405.05,4385.58,16535.31,10369.21,1.0263,13,26,0.007802,0.00011398,1,500,0
ACC04542,76991.27,25446.3,13,12,13,12,5922.41,2120.53,25991.41,5487.59,1.0,12,13,0.005001,6.699e-05,1,255,0
ACC04543,145684.18,69524.05,19,9,19,9,7667.59,7724.89,37694.4,38479.7,1.037,9,19,0.005601,0.00014862,1,675,1
ACC04544,154264.72,761842.82,20,26,20,20,7713.24,29301.65,28153.36,98436.0,1.1795,20,20,0.008002,0.00038249,1,990,1
ACC04545,180252.12,71406.48,27,5,27,5,6676.0,14281.3,59518.34,60733.0,1.0323,5,27,0.006401,0.00027093,1,920,1
ACC04546,95004.38,150704.76,21,18,21,18,4524.02,8372.49,41455.93,48345.94,1.0833,18,21,0.007802,0.0002856,0,675,0
ACC04547,70091.49,151307.79,11,13,11,13,6371.95,11639.06,31599.04,72719.0,1.0,13,11,0.004801,0.00017303,0,920,1
ACC04548,67178.3,52113.46,11,12,11,12,6107.12,4342.79,25617.33,12832.6,1.0455,12,11,0.004601,0.00010692,0,920,0
ACC04549,65536.07,103686.6,16,14,16,14,4096.0,7406.19,16755.07,27956.28,1.0,14,16,0.006001,0.00015539,0,920,1
ACC04550,27843.87,57225.73,9,11,9,11,3093.76,5202.34,9763.75,18224.57,1.0526,11,9,0.004001,0.0001315,0,920,0
ACC04551,76687.24,105234.94,11,20,11,20,6971.57,5261.75,35775.98,14626.38,1.0333,20,11,0.006201,0.00026871,0,990,0
ACC04552,93701.72,88887.76,16,14,16,14,5856.36,6349.13,24888.38,21539.07,1.0714,14,16,0.006001,0.00025392,0,498,0
ACC04553,97604.1,1149148.22,26,29,26,19,3754.0,39625.8,29845.35,96865.0,1.3095,19,26,0.009002,0.00032969,1,498,1
ACC04554,44368.7,71022.97,16,15,16,15,2773.04,4734.86,10428.35,19533.27,1.0333,15,16,0.006201,0.00019434,0,675,0
ACC04555,35512.75,88301.47,14,13,14,13,2536.62,6792.42,8392.16,22883.21,1.0385,13,14,0.005401,0.00015831,0,920,0
ACC04556,23751.07,104458.75,8,15,8,15,2968.88,6963.92,6878.87,29386.86,1.0952,15,8,0.004601,0.00020383,1,500,0
ACC04557,54173.88,157284.72,13,19,13,19,4167.22,8278.14,14445.21,44599.0,1.0323,19,13,0.006401,0.00026633,0,675,1
ACC04558,108842.81,51441.85,18,14,18,14,6046.82,3674.42,19001.59,15601.14,1.0,14,18,0.006401,0.00013232,1,664,0
ACC04559,183650.44,36088.06,20,10,20,10,9182.52,3608.81,79838.51,7799.18,1.0,10,20,0.006001,0.00012305,0,664,1
ACC04560,114369.86,27887.26,24,14,24,14,4765.41,1991.95,14334.03,7328.33,1.0857,14,24,0.007602,8.112e-05,1,920,0
ACC04561,95217.78,96347.62,13,12,13,12,7324.44,8028.97,31034.57,27603.97,1.0417,12,13,0.005001,0.00017713,0,990,0
ACC04562,130081.73,67721.57,8,19,8,19,16260.22,3564.29,42825.78,8492.27,1.0,19,8,0.005401,0.00014594,0,920,0
ACC04563,52162.93,68915.54,9,21,9,21,5795.88,3281.69,12732.03,8839.64,1.0714,21,9,0.006001,0.00020825,0,498,0
ACC04564,94244.32,108014.34,22,19,22,19,4283.83,5684.97,18576.16,20147.45,1.0513,19,22,0.008202,0.00027446,0,500,0
ACC04565,89209.19,67908.7,12,15,12,15,7434.1,4527.25,26641.21,12115.48,1.0385,15,12,0.005401,0.0001629,0,920,0
ACC04566,74573.95,63883.39,15,11,15,11,4971.6,5807.58,18306.06,21028.98,1.0,11,15,0.005201,0.00021723,0,500,0
ACC04567,59099.3,48540.85,15,14,15,14,3939.95,3467.2,9007.45,9752.19,1.0,14,15,0.005801,0.0001406,0,255,0
ACC04568,92935.52,82197.16,24,17,24,17,3872.31,4835.13,11189.85,15799.18,1.0789,17,24,0.008202,0.00021484,1,990,0
ACC04569,1165084.84,75041.99,23,16,12,16,50655.86,4690.12,97568.0,11459.47,1.4444,16,12,0.005601,0.0002029,1,255,1
ACC04570,163556.91,91519.13,12,20,12,20,13629.74,4575.96,42893.16,11061.61,1.2308,20,12,0.006401,0.00033194,1,500,0
ACC04571,51190.48,59245.4,11,18,11,18,4653.68,3291.41,24672.23,8275.44,1.0,18,11,0.005801,0.00010265,0,255,0
ACC04572,119116.68,730015.78,20,22,20,16,5955.83,33182.54,23748.17,98240.0,1.2727,16,20,0.007201,0.00032591,0,500,1
ACC04573,81564.08,99349.37,16,23,16,23,5097.76,4319.54,22033.33,19233.59,1.0541,23,16,0.007802,0.00023185,0,255,0
ACC04574,41340.35,64587.22,11,14,11,14,3758.21,4613.37,7452.67,26963.61,1.087,14,11,0.005001,0.00020188,0,498,0
ACC04575,35264.47,107670.98,8,14,8,14,4408.06,7690.78,11657.5,32454.41,1.0476,14,8,0.004401,0.00020626,1,498,0
ACC04576,130617.77,63404.22,19,15,19,15,6874.62,4226.95,60871.0,23874.0,1.0303,15,19,0.006801,0.00012654,1,675,1
ACC04577,24100.1,64398.87,10,18,10,18,2410.01,3577.72,10084.88,12726.52,1.0,18,10,0.005601,0.00023205,1,990,0
ACC04578,59873.16,126322.5,10,14,10,14,5987.32,9023.04,8816.22,53617.8,1.0,14,10,0.004801,0.00021946,0,498,0
ACC04579,41773.9,65134.1,12,15,12,15,3481.16,4342.27,10245.62,20492.84,1.0,15,12,0.005401,0.00013726,0,664,0
ACC04580,62934.16,68571.78,16,15,16,15,3933.38,4571.45,22439.22,16323.03,1.069,15,16,0.006201,0.00016042,0,990,0
ACC04581,49092.64,56349.07,15,15,15,15,3272.84,3756.6,9803.93,9244.13,1.0345,15,15,0.006001,9.98e-05,1,498,0
ACC04582,35966.29,494249.85,9,14,9,14,3996.25,35303.56,9849.59,452713.95,1.0455,14,9,0.004601,0.00077961,1,675,1
ACC04583,48035.59,124569.35,14,20,14,20,3431.11,6228.47,11260.88,46674.28,1.0,20,14,0.006801,0.00039132,1,498,0
ACC04584,90197.07,94715.21,23,13,23,13,3921.61,7285.79,8979.74,32094.33,1.0588,13,23,0.007201,0.00032109,1,675,0
ACC04585,70413.29,162854.06,18,16,18,16,3911.85,10178.38,14729.3,79548.18,1.0625,16,18,0.006801,0.00033926,1,498,0
ACC04586,87305.32,108071.45,22,21,22,21,3968.42,5146.26,17383.88,23065.71,1.075,21,22,0.008602,0.00023375,0,990,0
ACC04587,105544.32,124678.9,12,16,12,16,8795.36,7792.43,34680.7,34976.0,1.037,16,12,0.005601,0.00023155,1,500,1
ACC04588,85832.61,32760.17,16,9,16,9,5364.54,3640.02,16384.39,8024.35,1.0417,9,16,0.005001,8.839e-05,1,990,0
ACC04589,62665.85,56683.48,12,17,12,17,5222.15,3334.32,12693.69,15056.78,1.0741,17,12,0.005801,0.00012224,0,664,0
ACC04590,106586.14,177496.38,17,19,17,19,6269.77,9341.91,27187.78,36485.43,1.0,19,17,0.007201,0.00039949,0,675,1
ACC04591,73132.19,47929.04,15,16,15,16,4875.48,2995.57,16416.07,8409.85,1.069,16,15,0.006201,0.00016186,0,990,0
ACC04592,28229.77,144013.1,10,23,10,23,2822.98,6261.44,9352.15,31520.95,1.1,23,10,0.006601,0.00029184,1,664,0
ACC04593,55762.36,951261.25,17,18,17,9,3280.14,52847.85,15215.64,97585.0,1.3462,9,17,0.005201,0.00012182,0,990,1
ACC04594,80319.04,67975.15,19,15,19,15,4227.32,4531.68,12388.38,17630.78,1.0,15,19,0.006801,0.00012763,1,500,0
ACC04595,69165.91,90732.68,15,15,15,15,4611.06,6048.85,11796.96,16281.49,1.1111,15,15,0.006001,0.0002141,0,500,0
ACC04596,27770.06,1092894.9,13,24,13,14,2136.16,45537.29,5431.27,98955.0,1.4231,14,13,0.005401,0.00021837,1,498,1
ACC04597,66481.82,94620.29,16,22,16,22,4155.11,4300.92,13593.2,11042.63,1.0,22,16,0.007602,0.00025825,1,990,0
ACC04598,58020.95,72601.68,9,9,9,9,6446.77,8066.85,13746.31,33092.29,1.125,9,9,0.003601,0.00021166,0,675,0
ACC04599,80897.75,103894.65,16,20,16,20,5056.11,5194.73,18227.69,20914.93,1.0909,20,16,0.007201,0.00016842,1,920,0
ACC04600,166474.28,24551.64,21,11,20,11,7927.35,2231.97,67634.0,4120.1,1.0323,11,20,0.006201,7.645e-05,0,675,1
ACC04601,116705.45,84763.6,13,15,13,15,8977.34,5650.91,84740.0,20334.81,1.0769,15,13,0.005601,0.00019155,0,664,1
ACC04602,74943.01,69253.53,15,17,15,17,4996.2,4073.74,13612.93,12737.58,1.0,17,15,0.006401,0.00011872,1,255,0
ACC04603,68379.9,61517.98,17,15,17,15,4022.35,4101.2,19809.25,28385.0,1.1034,15,17,0.006401,0.00010438,0,920,1
ACC04604,82380.86,81924.22,22,16,22,16,3744.58,5120.26,10992.44,11038.25,1.0556,16,22,0.007602,0.00017113,1,675,0
ACC04605,29222.25,81822.73,5,22,5,22,5844.45,3719.21,14913.6,24472.31,1.125,22,5,0.005401,0.00022643,1,990,0
ACC04606,170701.23,85911.8,14,19,14,19,12192.94,4521.67,95000.0,11948.04,1.1,19,14,0.006601,0.00014623,1,498,1
ACC04607,139431.35,63538.0,20,18,20,18,6971.57,3529.89,59798.4,10934.09,1.0857,18,20,0.007602,0.00016848,1,498,0
ACC04608,60107.21,628609.63,21,15,21,15,2862.25,41907.31,9502.83,584828.55,1.0909,15,21,0.007201,0.00081624,1,500,1
ACC04609,102688.31,74103.32,18,20,18,20,5704.91,3705.17,23711.36,13936.92,1.0556,20,18,0.007602,0.00013473,0,990,0
ACC04610,95329.87,66732.0,13,12,13,12,7333.07,5561.0,36326.4,37083.2,1.0417,12,13,0.005001,0.00016039,1,255,1
ACC04611,64175.43,143608.7,16,20,16,20,4010.96,7180.43,11330.24,46041.0,1.0588,20,16,0.007201,0.00028017,1,255,1
ACC04612,47358.62,75767.18,11,18,11,18,4305.33,4209.29,13034.52,13329.08,1.0357,18,11,0.005801,0.0001773,1,990,0
ACC04613,78846.72,35269.44,13,10,13,10,6065.13,3526.94,24946.45,16495.6,1.0455,10,13,0.004601,7.168e-05,1,990,0
ACC04614,44963.74,80941.36,12,16,12,16,3746.98,5058.83,10387.19,13427.53,1.037,16,12,0.005601,0.00015466,0,498,0
ACC04615,102312.64,121629.49,17,19,17,19,6018.39,6401.55,22718.93,18026.3,1.0588,19,17,0.007201,0.00026233,0,990,0
ACC04616,111936.87,100530.04,26,14,26,14,4305.26,7180.72,50741.0,48711.36,1.1111,14,26,0.008002,0.00023436,1,990,1
ACC04617,88117.32,26942.66,15,13,15,13,5874.49,2072.51,24614.79,10054.91,1.0,13,15,0.005601,9.187e-05,0,498,0
ACC04618,147034.33,104934.9,18,17,18,17,8168.57,6172.64,61223.0,58774.08,1.0294,17,18,0.007001,0.00026263,1,255,1
ACC04619,127973.4,64448.75,14,16,14,16,9140.96,4028.05,66640.0,22535.93,1.0714,16,14,0.006001,0.00014646,0,498,1
ACC04620,43558.75,55919.71,14,16,14,16,3111.34,3494.98,9313.18,9601.63,1.0,16,14,0.006001,0.00013658,1,664,0
ACC04621,128161.77,51835.97,20,15,20,15,6408.09,3455.73,46314.19,14263.44,1.0294,15,20,0.007001,0.00012986,0,255,0
ACC04622,58407.02,116310.06,21,17,21,17,2781.29,6841.77,7367.41,20102.03,1.027,17,21,0.007602,0.0002119,1,920,0
ACC04623,67315.26,91912.52,19,18,19,18,3542.91,5106.25,17637.7,12925.98,1.0571,18,19,0.007401,0.00021979,0,498,0
ACC04624,125260.7,46185.9,16,14,16,14,7828.79,3298.99,39014.79,12269.12,1.0345,14,16,0.006001,0.00012733,1,990,0
ACC04625,32151.49,58591.06,12,14,12,14,2679.29,4185.08,4485.39,15922.64,1.0,14,12,0.005201,0.00012402,0,990,0
ACC04626,33960.99,155638.57,8,22,8,22,4245.12,7074.48,10985.6,30365.69,1.0,22,8,0.006001,0.0003789,1,664,0
ACC04627,700033.95,781387.94,8,30,8,30,87504.24,26046.26,649509.3,86005.0,1.5833,30,8,0.007602,0.0010475,1,498,1
ACC04628,91208.52,40438.73,20,13,20,13,4560.43,3110.67,24195.92,8317.25,1.0,13,20,0.006601,0.00012443,0,920,0
ACC04629,44168.95,138548.81,13,19,13,18,3397.61,7292.04,12309.88,33609.22,1.0667,18,13,0.006201,0.00033903,0,920,0
ACC04630,66150.41,61409.93,13,14,13,14,5088.49,4386.42,11945.24,10496.7,1.0,14,13,0.005401,0.00016364,0,990,0
ACC04631,90776.32,44114.16,15,15,15,15,6051.75,2940.94,20778.09,16819.96,1.0345,15,15,0.006001,0.00013285,1,500,0
ACC04632,140062.74,78440.66,19,20,18,20,7371.72,3922.03,30675.22,15143.71,1.0263,20,18,0.007602,0.00022467,1,920,0
ACC04633,37620.41,54976.8,10,12,10,12,3762.04,4581.4,8700.31,12193.31,1.0,12,10,0.004401,0.0001149,0,664,0
ACC04634,75136.8,98058.9,15,16,15,16,5009.12,6128.68,13164.87,22237.6,1.0,16,15,0.006201,0.00017381,0,664,0
ACC04635,78723.18,1178999.74,17,26,17,15,4630.78,45346.14,10922.08,98061.0,1.3438,15,17,0.006401,0.00019747,0,675,1
ACC04636,96753.67,78548.33,17,14,16,14,5691.39,5610.6,18377.8,11898.17,1.069,14,16,0.006001,0.00019581,1,990,0
ACC04637,46668.72,70007.4,14,17,14,17,3333.48,4118.08,8399.17,11328.81,1.0,17,14,0.006201,0.00013939,0,498,0
ACC04638,86278.16,94202.75,24,18,24,18,3594.92,5233.49,12856.49,20209.46,1.05,18,24,0.008402,0.0002056,1,664,1
ACC04639,103520.96,45882.35,15,17,15,17,6901.4,2698.96,48548.0,8200.13,1.1429,17,15,0.006401,0.00011645,1,500,1
ACC04640,38444.63,72651.69,9,19,9,19,4271.63,3823.77,10038.78,20971.7,1.0769,19,9,0.005601,0.00023738,0,920,0
ACC04641,46889.21,60304.59,13,14,13,14,3606.86,4307.47,11274.7,12289.78,1.0385,14,13,0.005401,0.00012882,0,498,0
ACC04642,53227.22,143299.45,12,20,12,20,4435.6,7164.97,15605.94,24942.0,1.0323,20,12,0.006401,0.0002368,1,664,1
ACC04643,84101.26,105052.73,20,18,20,18,4205.06,5836.26,19127.24,24900.91,1.0556,18,20,0.007602,0.00014234,0,920,0
ACC04644,37038.25,180503.45,7,21,7,21,5291.18,8595.4,12774.93,67101.0,1.0769,21,7,0.005601,0.00025618,0,500,1
ACC04645,118543.35,115184.42,17,12,17,12,6973.14,9598.7,57010.0,54729.6,1.0741,12,17,0.005801,0.00031709,1,920,1
ACC04646,68221.25,40318.62,12,11,12,11,5685.1,3665.33,14820.54,7572.54,1.15,11,12,0.004601,0.00015755,0,990,0
ACC04647,644984.25,603899.02,20,30,20,30,32249.21,20129.97,485934.5,89533.0,1.25,30,20,0.010002,0.00069483,1,920,1
ACC04648,69878.91,96663.54,15,17,15,17,4658.59,5686.09,23019.0,47777.57,1.0667,17,15,0.006401,0.00024333,0,675,1
ACC04649,128145.58,74255.53,16,15,16,15,8009.1,4950.37,77043.0,21346.74,1.0333,15,16,0.006201,0.00012398,0,675,1
ACC04650,52747.32,51244.35,13,18,13,18,4057.49,2846.91,7542.39,19031.18,1.0,18,13,0.006201,0.00011941,0,498,0
ACC04651,32742.94,118022.06,12,23,12,23,2728.58,5131.39,5885.81,18134.55,1.0938,23,12,0.007001,0.00026614,1,990,0
ACC04652,80027.41,58002.67,13,16,13,16,6155.95,3625.17,22327.05,9396.48,1.0357,16,13,0.005801,0.00017456,0,675,0
ACC04653,58559.85,67388.05,15,16,15,16,3903.99,4211.75,11350.01,11918.27,1.0333,16,15,0.006201,0.00012939,0,255,0
ACC04654,120864.67,122644.78,13,20,13,20,9297.28,6132.24,39645.12,40471.06,1.0645,20,13,0.006601,0.00040286,1,990,1
ACC04655,117756.28,69308.06,15,8,15,8,7850.42,8663.51,50222.6,29980.71,1.0952,8,15,0.004601,0.00013219,1,675,0
ACC04656,41551.98,59021.39,13,19,13,19,3196.31,3106.39,9634.68,11090.66,1.0,19,13,0.006401,0.00015478,0,990,0
ACC04657,50559.51,80855.69,16,13,16,13,3159.97,6219.67,9715.83,17198.5,1.0,13,16,0.005801,0.00016317,1,920,0
ACC04658,58002.36,79566.28,14,18,14,18,4143.03,4420.35,13449.62,12834.46,1.0323,18,14,0.006401,0.0001391,1,990,0
ACC04659,41599.55,48766.37,14,15,14,15,2971.4,3251.09,11554.91,6587.18,1.0357,15,14,0.005801,0.00012219,0,920,0
ACC04660,45259.45,555605.6,7,12,7,12,6465.64,46300.47,10621.81,480844.4,1.0,12,7,0.003801,0.00072491,0,920,1
ACC04661,84022.2,54260.78,17,15,17,15,4942.48,3617.39,46573.29,9981.66,1.0667,15,17,0.006401,0.00018716,0,500,0
ACC04662,678027.3,112924.68,21,17,16,17,32287.01,6642.63,98398.0,23817.27,1.1875,17,16,0.006601,0.00024752,1,990,1
ACC04663,61771.86,50010.54,21,15,21,15,2941.52,3334.04,18140.98,11473.53,1.125,15,21,0.007201,0.00010337,1,500,0
ACC04664,34650.88,60738.68,10,12,10,12,3465.09,5061.56,7674.73,25752.12,1.0,12,10,0.004401,0.00016947,0,920,0
ACC04665,39880.56,198752.24,11,17,11,17,3625.51,11691.31,10285.09,41434.95,1.0,17,11,0.005601,0.00041298,0,498,0
ACC04666,72101.26,59801.39,19,20,19,20,3794.8,2990.07,8814.9,12311.55,1.0833,20,19,0.007802,0.00013506,1,664,0
ACC04667,54120.92,167728.32,9,18,9,18,6013.44,9318.24,36980.98,95000.0,1.08,18,9,0.005401,0.00021527,0,500,0
ACC04668,38780.77,116559.38,8,16,8,16,4847.6,7284.96,10847.78,39433.78,1.0435,16,8,0.004801,0.00035674,1,498,0
ACC04669,133518.89,164036.59,18,16,18,16,7417.72,10252.29,62749.44,64056.72,1.0968,16,18,0.006801,0.00022019,1,675,1
ACC04670,63367.59,106142.0,13,18,13,18,4874.43,5896.78,20894.82,20229.65,1.069,18,13,0.006201,0.00039907,1,675,0
ACC04671,112816.75,67538.58,22,14,22,14,5128.03,4824.18,26655.1,24873.3,1.0,14,22,0.007201,0.00014633,1,664,0
ACC04672,58838.57,123665.57,13,18,13,18,4526.04,6870.31,13561.99,71384.0,1.0333,18,13,0.006201,0.00014893,1,675,1
ACC04673,168749.84,77943.68,20,21,20,21,8437.49,3711.6,45272.92,12741.46,1.0789,21,20,0.008202,0.00018934,1,498,0
ACC04674,133052.33,28800.29,16,7,16,7,8315.77,4114.33,23411.24,10780.42,1.0455,7,16,0.004601,0.00019539,0,675,0
ACC04675,103903.37,82761.08,17,15,17,15,6111.96,5517.41,41325.63,18911.48,1.1034,15,17,0.006401,0.00019985,0,990,0
ACC04676,1192751.21,98061.43,33,18,23,18,36143.98,5447.86,98775.0,20620.96,1.275,18,23,0.008202,0.00017139,1,664,1
ACC04677,55765.83,45465.41,18,14,18,14,3098.1,3247.53,11853.49,9107.61,1.0,14,18,0.006401,0.00014593,1,498,0
ACC04678,46879.43,70251.72,18,15,18,15,2604.41,4683.45,6234.52,17439.83,1.0312,15,18,0.006601,0.0001428,0,990,0
ACC04679,174871.06,156439.41,21,20,21,20,8327.19,7821.97,73675.42,75179.0,1.0513,20,21,0.008202,0.00019154,1,990,1
ACC04680,424280.43,85519.4,19,16,19,16,22330.55,5344.96,71419.0,15930.8,1.25,16,19,0.007001,0.00016596,1,990,1
ACC04681,74688.19,56957.59,18,14,18,14,4149.34,4068.4,13752.95,8906.83,1.0,14,18,0.006401,0.00012007,1,920,0
ACC04682,184420.65,81577.46,15,20,15,20,12294.71,4078.87,78619.0,14874.51,1.0294,20,15,0.007001,0.000211,0,920,1
ACC04683,37384.37,87224.7,11,19,11,19,3398.58,4590.77,11227.44,14936.37,1.0714,19,11,0.006001,0.00021634,1,675,0
ACC04684,46092.89,70315.77,16,16,16,16,2880.81,4394.74,8060.72,12099.44,1.0,16,16,0.006401,0.00014853,1,920,0
ACC04685,62233.19,45602.44,17,17,17,17,3660.78,2682.5,11754.91,10992.19,1.0625,17,17,0.006801,0.00013648,1,664,0
ACC04686,49622.26,33833.29,17,12,17,12,2918.96,2819.44,7898.27,6184.1,1.0357,12,17,0.005801,0.00010774,1,498,0
ACC04687,116075.7,733786.03,17,27,17,21,6827.98,27177.26,47308.68,97206.0,1.2222,21,17,0.007602,0.00028963,1,990,1
ACC04688,232855.66,84495.74,17,20,17,20,13697.39,4224.79,87314.0,15743.64,1.0571,20,17,0.007401,0.0001921,1,990,1
ACC04689,106449.32,15779.2,20,6,20,6,5322.47,2629.87,23447.64,8502.64,1.1304,6,20,0.005201,7.663e-05,0,498,0
ACC04690,73768.15,45540.5,13,9,13,9,5674.47,5060.06,22676.62,11615.69,1.0,9,13,0.004401,9.109e-05,0,990,0
ACC04691,672446.61,684266.04,20,29,20,29,33622.33,23595.38,531117.45,89479.0,1.3243,29,20,0.009802,0.00070393,1,664,1
ACC04692,144807.78,58045.54,26,16,26,16,5569.53,3627.85,27603.97,7256.34,1.0244,16,26,0.008402,0.00016512,1,990,0
ACC04693,105437.43,127827.37,21,14,21,14,5020.83,9130.53,12978.31,58158.96,1.0294,14,21,0.007001,0.00038369,1,920,0
ACC04694,59139.83,54922.4,19,14,19,14,3112.62,3923.03,23177.57,11436.1,1.0312,14,19,0.006601,0.0001793,1,990,0
ACC04695,71864.43,78533.03,16,19,16,19,4491.53,4133.32,20689.55,10850.12,1.0,19,16,0.007001,0.00019823,0,500,0
ACC04696,41346.81,50599.94,14,16,14,16,2953.34,3162.5,9033.58,9908.83,1.0345,16,14,0.006001,0.00011584,1,498,0
ACC04697,160095.42,168656.38,22,19,22,19,7277.06,8876.65,58298.0,55966.08,1.1081,19,22,0.008202,0.00037498,1,920,1
ACC04698,79124.87,71723.02,19,18,19,18,4164.47,3984.61,10918.37,21559.92,1.0,18,19,0.007401,0.00014297,0,675,0
ACC04699,38639.45,91432.53,12,16,12,16,3219.95,5714.53,10000.42,20682.05,1.0,16,12,0.005601,0.00020875,0,920,0
ACC04700,71376.94,163220.07,20,18,20,18,3568.85,9067.78,13856.6,41685.0,1.0857,18,20,0.007602,0.00025217,1,920,1
ACC04701,80746.75,95654.42,13,15,13,15,6211.29,6376.96,24059.19,20945.9,1.0769,15,13,0.005601,0.0002068,0,500,0
ACC04702,174058.94,94372.81,23,18,23,18,7567.78,5242.93,43464.0,33627.72,1.1081,18,23,0.008202,0.00035403,0,500,1
ACC04703,140343.95,235930.35,16,15,16,15,8771.5,15728.69,78980.16,80592.0,1.0333,15,16,0.006201,0.00028006,1,500,1
ACC04704,30795.97,67509.05,13,14,13,14,2368.92,4822.07,5610.41,17916.47,1.0385,14,13,0.005401,0.00020017,0,920,0
ACC04705,150443.75,190975.5,21,17,21,17,7163.99,11233.85,60076.8,61328.4,1.1176,17,21,0.007602,0.00037069,1,255,1
ACC04706,95228.34,86893.62,14,16,14,16,6802.02,5430.85,29841.01,24292.9,1.0345,16,14,0.006001,0.00015593,0,990,0
ACC04707,138633.55,67328.3,21,14,21,14,6601.6,4809.16,40234.49,16001.81,1.0294,14,21,0.007001,0.00010667,1,990,0
ACC04708,104216.42,96484.39,22,19,22,19,4737.11,5078.13,30740.79,13083.92,1.0789,19,22,0.008202,0.00035569,1,920,0
ACC04709,67877.32,74799.71,12,14,12,14,5656.44,5342.84,17684.66,25991.41,1.0,14,12,0.005201,0.00010758,1,500,0
ACC04710,50910.92,47648.46,15,19,15,19,3394.06,2507.81,9085.76,9076.61,1.0,19,15,0.006801,0.0001411,0,920,0
ACC04711,47524.98,62568.42,17,14,17,14,2795.59,4469.17,9393.78,17540.22,1.069,14,17,0.006201,0.00016214,0,920,0
ACC04712,135471.96,52357.2,22,13,21,13,6157.82,4027.48,21319.26,13248.9,1.0606,13,21,0.006801,9.815e-05,1,990,0
ACC04713,64224.22,1244519.23,12,34,12,23,5352.02,36603.51,18488.22,98284.0,1.4375,23,12,0.007001,0.00030336,0,990,1
ACC04714,51739.84,69660.43,12,17,12,17,4311.65,4097.67,13088.86,15248.63,1.0357,17,12,0.005801,0.00014352,0,664,0
ACC04715,119662.66,161826.65,9,20,9,20,13295.85,8091.33,78929.28,80573.64,1.0741,20,9,0.005801,0.00028494,1,990,1
ACC04716,55383.16,134162.67,16,25,16,25,3461.45,5366.51,6706.15,23343.13,1.1081,25,16,0.008202,0.00026923,1,990,0
ACC04717,32355.99,75030.17,10,11,10,11,3235.6,6820.92,7810.73,24127.18,1.1053,11,10,0.004201,0.00019579,0,675,0
ACC04718,56990.66,65584.2,11,11,11,11,5180.97,5962.2,17888.04,30261.66,1.0476,11,11,0.004401,0.0001763,1,990,0
ACC04719,83208.62,33794.54,15,12,15,12,5547.24,2816.21,19935.72,7352.43,1.0385,12,15,0.005401,0.00010623,0,675,0
